阿丽塔：战斗天使	,喜剧／动画	,2021-07-02	
王牌特工：特工学院	,喜剧／动画	,2021-07-02	
负重前行	,喜剧／短片	,2015-10-29	
儿童电影史话	,喜剧／短片	,2015-10-29	
侏罗纪世界	,喜剧／短片	,2015-10-29	
密室逃生	,喜剧／短片	,2015-10-29	
灰猎犬号	,恐怖／犯罪	,2004-10	
漫威影业：宇宙集结	,恐怖／犯罪	,2004-10	
捉妖记2	,恐怖／犯罪	,2004-10	
长江七号	,恐怖／犯罪	,2004-10	
名侦探柯南OVA11：来自伦敦的秘密指令	,恐怖／犯罪	,2004-10	
复仇者联盟2：奥创纪元	,喜剧／动画	,2021-07-02	
画皮2	,喜剧／短片	,2015-10-29	
变形金刚3	,喜剧／短片	,2015-10-29	
全职高手之巅峰荣耀	,喜剧／短片	,2015-10-29	
帕克	,喜剧／短片	,2015-10-29	
活着	,喜剧／短片	,2015-10-29	
路人女主的养成方法 Fine	,喜剧／短片	,2015-10-29	
只有芸知道	,恐怖／犯罪	,2004-10	
缝纫机乐队	,恐怖／犯罪	,2004-10	
海上钢琴师	,恐怖／犯罪	,2004-10	
变形金刚	,恐怖／犯罪	,2004-10	
倩女幽魂	,恐怖／犯罪	,2004-10	
天上再见	,喜剧／短片	,2015-10-29	
名侦探柯南：零的执行人	,喜剧／短片	,2015-10-29	
生化危机：终章	,喜剧／短片	,2015-10-29	
长城	,喜剧／短片	,2015-10-29	
死侍	,喜剧／短片	,2015-10-29	
非凡任务	,恐怖／犯罪	,2004-10	
京剧猫：霸王折	,恐怖／犯罪	,2004-10	
寂静之地	,恐怖／犯罪	,2004-10	
卢旺达饭店	,恐怖／犯罪	,2004-10	
熊出没·奇幻空间	,恐怖／犯罪	,2004-10	
超凡蜘蛛侠2	,喜剧／短片	,2015-10-29	
魁拔V	,喜剧／短片	,2015-10-29	
画皮	,喜剧／短片	,2015-10-29	
玩具总动员4	,喜剧／短片	,2015-10-29	
哥斯拉大战机械哥斯拉	,喜剧／短片	,2015-10-29	
移情大师	,喜剧／短片	,2015-10-29	
西游·降魔篇	,喜剧／短片	,2015-10-29	
龙猫	,喜剧／短片	,2015-10-29	
暗战	,喜剧／短片	,2015-10-29	
请以你的名字呼唤我	,喜剧／短片	,2015-10-29	
钢铁侠	,喜剧／短片	,2015-10-29	
天气之子	,爱情／动画／奇幻	,2019-11-01	
误杀	,爱情／动画／奇幻	,2019-11-01	
唐人街探案2	,爱情／动画／奇幻	,2019-11-01	
哪吒之魔童降世	,爱情／动画／奇幻	,2019-11-01	
吹哨人	,爱情／动画／奇幻	,2019-11-01	
少年的你	,爱情／动画／奇幻	,2019-11-01	
战狼2	,爱情／动画／奇幻	,2019-11-01	
毒液2	,爱情／动画／奇幻	,2019-11-01	
哥斯拉2：怪兽之王	,爱情／动画／奇幻	,2019-11-01	
野性的呼唤	,爱情／动画／奇幻	,2019-11-01	
恐怖电影院2	,爱情／动画／奇幻	,2019-11-01	
复仇者联盟4：终局之战	,爱情／动画／奇幻	,2019-11-01	
活着	,爱情／动画／奇幻	,2019-11-01	
冰雪奇缘2	,爱情／动画／奇幻	,2019-11-01	
疯狂的外星人	,爱情／动画／奇幻	,2019-11-01	
星球大战：天行者崛起	,爱情／动画／奇幻	,2019-11-01	
两只老虎	,爱情／动画／奇幻	,2019-11-01	
最美逆行	,爱情／动画／奇幻	,2019-11-01	
中国机长	,爱情／动画／奇幻	,2019-11-01	
囧妈	,爱情／动画／奇幻	,2019-11-01	
釜山行	,爱情／动画／奇幻	,2019-11-01	
流浪地球	,爱情／动画／奇幻	,2019-11-01	
我和我的祖国	,爱情／动画／奇幻	,2019-11-01	
因爱而伟大	,爱情／动画／奇幻	,2019-11-01	
速度与激情：增压	,爱情／动画／奇幻	,2019-11-01	
蜘蛛侠：英雄远征	,爱情／动画／奇幻	,2019-11-01	
数码宝贝大冒险：最后的进化·羁绊	,爱情／动画／奇幻	,2019-11-01	
攀登者	,爱情／动画／奇幻	,2019-11-01	
与神同行：罪与罚	,爱情／动画／奇幻	,2019-11-01	
泰迦奥特曼剧场版 新世代CLIMAX	,爱情／动画／奇幻	,2019-11-01	
乘风破浪	,剧情／喜剧／冒险	,2017-01-28	
灭狐行动	,剧情／喜剧／冒险	,2017-01-28	
